C002;INTERCHANGE SENDER;010;0004;M;an..35;020;0007;D;an..4;030;0008;D;an..14
C003;INTERCHANGE RECIPIENT;010;0010;M;an..35;020;0007;D;an..4;030;0014;D;an..14
C011;DATA ELEMENT IDENTIFICATION;010;0098;M;n..3;020;0104;O;n..3
